Kernel Name,index,total_fma_ops,float_flops,half_flops,double_flops,tensor_flops,total_flops,total_flops_with_tensor,shared_ops,external_memory_ops,shared_ratio,global_op_ld_lookup_miss_bytes,global_op_st_lookup_miss_bytes,kernel_duration,accumulated_time,smsp__sass_thread_inst_executed_op_fadd_pred_on.sum,smsp__sass_thread_inst_executed_op_fmul_pred_on.sum,smsp__sass_thread_inst_executed_op_ffma_pred_on.sum,smsp__sass_thread_inst_executed_op_hfma_pred_on.sum,smsp__sass_thread_inst_executed_op_dfma_pred_on.sum,smsp__sass_thread_inst_executed_op_dmul_pred_on.sum,smsp__sass_thread_inst_executed_op_dadd_pred_on.sum,smsp__sass_thread_inst_executed_op_hadd_pred_on.sum,smsp__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__ops_path_tensor_src_fp16_dst_fp16.sum,sm__ops_path_tensor_src_fp16_dst_fp32.sum,sm__ops_path_tensor_src_bf16_dst_fp32.sum,sm__ops_path_tensor_src_fp8.sum,sm__ops_path_tensor_src_tf32_dst_fp32.sum,l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum,l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum,flops_log,flops_threshold,is_matmul_candidate,shared_ratio_mean,role
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, 0, float, float, float, 1, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)",11,0.0,36864.0,0,0,0.0,36864.0,36864.0,0.0,1152.0,0.0,131072.0,16384.0,2.24,46.368,32768.0,4096.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4096.0,512.0,10.515017870423751,14.115124086856829,False,0.27788193839723285,splitKreduce
"std::enable_if<!T7, void>::type internal::kernel<int, int, float, float, float, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)",12,4100.0,8444.0,0,0,0.0,8444.0,8444.0,112.0,516.0,0.1783439490445859,32768.0,128.0,3.072,49.440000000000005,244.0,0.0,4100.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1024.0,4.0,9.041329829241901,14.115124086856829,False,0.27788193839723285,other
"void at::vectorized_elementwise_kernel<4, at::BUnaryFunctor<float, float, float, binary_internal::MulFunctor<float>>, std::array<char *, 2>>(int, T2, T3)",13,0.0,4.0,0,0,0.0,4.0,4.0,0.0,2.0,0.0,32.0,32.0,1.984,51.42400000000001,0.0,4.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6094379124341003,14.115124086856829,False,0.27788193839723285,other
"void <unnamed>::softmax_warp_forward<float, float, float, 0, 0, 0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)",14,1044.0,2608.0,0,0,0.0,2608.0,2608.0,0.0,4.0,0.0,32.0,32.0,2.08,53.504000000000005,516.0,4.0,1044.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.866722285136729,14.115124086856829,False,0.27788193839723285,other
"void gemmk1_kernel<int, float, 256, 5, 0, 0, 0, 0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, 0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)",15,0.0,8192.0,0,0,0.0,8192.0,8192.0,512.0,384.0,0.5714285714285714,20480.0,16384.0,2.112,55.61600000000001,0.0,8192.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,640.0,512.0,9.011035410141815,14.115124086856829,False,0.27788193839723285,other
ampere_sgemm_32x32_sliced1x4_tn,16,33554432.0,68943872.0,0,0,0.0,68943872.0,68943872.0,229376.0,37888.0,0.8582375478927203,4718592.0,131072.0,9.28,64.896,786432.0,1048576.0,33554432.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,147456.0,4096.0,18.04880329676133,14.115124086856829,True,0.27788193839723285,matmul
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, 0, float, float, float, 1, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)",17,0.0,36864.0,0,0,0.0,36864.0,36864.0,0.0,1152.0,0.0,131072.0,16384.0,2.272,67.168,32768.0,4096.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4096.0,512.0,10.515017870423751,14.115124086856829,False,0.27788193839723285,splitKreduce
"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<float>, std::array<char *, 3>>(int, T2, T3)",18,4096.0,8192.0,0,0,0.0,8192.0,8192.0,0.0,96.0,0.0,32768.0,16384.0,2.08,69.248,0.0,0.0,4096.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1024.0,512.0,9.011035410141815,14.115124086856829,False,0.27788193839723285,add
ampere_sgemm_64x32_sliced1x4_tn,19,134348800.0,270532608.0,0,0,0.0,270532608.0,270532608.0,651264.0,171454.0,0.7916005241164044,18015680.0,135168.0,25.248,94.496,786432.0,1048576.0,134348800.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,562990.0,4224.0,19.415903199816935,14.115124086856829,True,0.27788193839723285,matmul
"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)",20,114688.0,311582.0,0,0,0.0,311582.0,311582.0,0.0,256.0,0.0,65536.0,65536.0,2.272,96.768,16670.0,65536.0,114688.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2048.0,2048.0,12.649421034365918,14.115124086856829,False,0.27788193839723285,other
ampere_sgemm_64x32_sliced1x4_tn,21,134217728.0,270270464.0,0,0,0.0,270270464.0,270270464.0,651264.0,140288.0,0.8227684346701164,17825792.0,131072.0,22.56,119.32800000000002,786432.0,1048576.0,134217728.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,557056.0,4096.0,19.414933737795973,14.115124086856829,True,0.27788193839723285,matmul
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, 0, float, float, float, 1, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)",22,0.0,36864.0,0,0,0.0,36864.0,36864.0,0.0,1152.0,0.0,131072.0,16384.0,2.272,121.60000000000002,32768.0,4096.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4096.0,512.0,10.515017870423751,14.115124086856829,False,0.27788193839723285,splitKreduce
"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<float>, std::array<char *, 3>>(int, T2, T3)",23,4096.0,8192.0,0,0,0.0,8192.0,8192.0,0.0,96.0,0.0,32768.0,16384.0,2.08,123.68000000000002,0.0,0.0,4096.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1024.0,512.0,9.011035410141815,14.115124086856829,False,0.27788193839723285,add
